Referencia;Provincia;Distrito;TipoVia;NombreVia;AASS;Lat;Lng
CH 1 JOCKEY;LIMA;SANTIAGO DE SURCO;Avenida;JAVIER PRADO ESTE;SARA CORDERO;-12.084708;-76.980210
CH 2 OVALO;LIMA;SAN ISIDRO;Plaza;AGUSTIN GUTIERREZ- CAVENECIA 106-110 - CONQUISTADORES 1090-1094;SARA CORDERO;-12.098921;-77.034644
CH 4 TAIPEI;LIMA;MIRAFLORES;Avenida;ALFREDO BENAVIDES;SARA CORDERO;-12.127281;-77.011195
CH 5 MONITOR;LIMA;LA MOLINA;Avenida;LAS PLAMERAS;SARA CORDERO;-12.077983;-76.917284
CH 6 LARCO MAR;LIMA;MIRAFLORES;Avenida;MALECON DE LA RESERVA;SARA CORDERO;-12.120621;-77.029499
CH 7 MEGA PLAZA;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA ;SARA CORDERO;-12.006404;-77.061492
CH 8 PARQUE ARAUCO;AREQUIPA;AREQUIPA;Avenida;LAMBRAMANI;Sheyda Florindez;-16.407787;-71.524256
CH 9 PRIMAVERA CON VELASCO A;LIMA;SANTIAGO DE SURCO;Avenida;ALEJANDRO VELASCO ASTETE ;SARA CORDERO;-12.125105;-76.982161
CH 10 PARDO;LIMA;MIRAFLORES;Avenida;JOSE PARDO;SARA CORDERO;-12.119004;-77.033039
CH 11 OPEN PLAZA PIURA ;PIURA;CASTILLA;Avenida;CACERES;Sheyda Florindez;-5.183210;-80.618132
CH 12 AVENTURA STA. ANITA;LIMA;SANTA ANITA;Avenida;CARRETERA CENTRAL;SARA CORDERO;-12.045444;-76.942125
CH 13 CC SAN BORJA;LIMA;SAN BORJA;Avenida;PER�METRO ENCERRADO POR LA JAVIER PRADO OESTE, CALLE CARPACCIO Y CALLE UCELLO;SARA CORDERO;-12.096452;-76.995690
CH 14 AVENTURA TRUJILLO;TRUJILLO;TRUJILLO;Avenida;AMERICA OESTE;Sheyda Florindez;-8.103001;-79.045470
CH 15 C.C. CENTRO CIVICO;LIMA;LIMA;Avenida;INCA GARCILAZO DE LA VEGA;SARA CORDERO;-12.059861;-77.006784
CH 17 DOS DE MAYO;LIMA;SAN ISIDRO;Avenida;DOS DE MAYO;SARA CORDERO;-12.092751;-77.048721
CH 18 CC REAL PZA. CHICLAYO;CHICLAYO;CHICLAYO;Calle;MARISCAL ANDR�S AVELINO C�CERES ;Sheyda Florindez;-6.771615;-79.838718
CH 19 CC REAL PZA. CUZCO;CUSCO;CUSCO;Avenida;AVENIDA COLLASUYO ;Sheyda Florindez;-13.519302;-71.962136
CH 20 CC PLAZA LIMA NORTE;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;SARA CORDERO;-12.006404;-77.061492
CH 21 CC MALL DEL SUR;LIMA;SAN JUAN DE MIRAFLORES;Avenida;PEDRO MIOTA ;SARA CORDERO;-12.162858;-76.963519
CH 22 CC OPEN PLAZA ANGAMOS;LIMA;SURQUILLO;Avenida;NUEVA TOMAS MARSANO ;SARA CORDERO;-12.114216;-77.010462
CH 23 PLAZA LIMA SUR;LIMA;CHORRILLOS;Avenida;PASEO DE LA REP�BLICA;SARA CORDERO;-12.170948;-77.021260
CH 24 CC. OPEN PLAZA HUANCAYO;HUANCAYO;HUANCAYO;Avenida;FERROCARRIL;Sheyda Florindez;-12.067744;-75.205393
CH 26 C.C. REAL PLAZA PRIMAVERA;LIMA;SAN BORJA;Avenida;ANGAMOS ESTE;SARA CORDERO;-12.111568;-76.998706
CH 27 BAJADA BALTA;LIMA;MIRAFLORES;Malecon;BALTA;SARA CORDERO;-12.125258;-77.033928
CH 3 SAN MIGUEL;LIMA;SAN MIGUEL;Calle;MANTARO;SARA CORDERO;-12.072751;-77.095353
CH 28 RIVERA NAVARRETE;LIMA;SAN ISIDRO;Avenida;RICARDO RIVERA NAVERRETE;SARA CORDERO;-12.098921;-77.034644
CH 29 CC EL POLO;LIMA;SANTIAGO DE SURCO;Jiron;CENTRO COMERCIAL EL POLO ;SARA CORDERO;-12.125105;-76.982161
CH 16 C.C. AVENTURA BELLAVISTA;CALLAO;CALLAO;Avenida;OSCAR R. BENAVIDES ;SARA CORDERO;-12.050596;-77.082282
CH 31 PURUCHUCO;LIMA;ATE;Avenida;NICOLAS AYLLON;SARA CORDERO;-12.064047;-76.989100
CH 25 LA RAMBLA BRASIL;LIMA;BRE�A;Avenida;BRASIL ;SARA CORDERO;-12.115467;-76.992090
CH 32 MALL AVENTURA CHICLAYO;CHICLAYO;CHICLAYO;Avenida;PANAMERICANA;Sheyda Florindez;-6.780480;-79.834294
CHILIS35 MA SJL;LIMA;SAN JUAN DE LURIGANCHO;Avenida;LURIGANCHO;SARA CORDERO;-12.016950;-76.999191
KFC 3 AVIACI�N;LIMA;SAN BORJA;Avenida;AVIACION;Yeisll Diaz;-12.109780;-77.000336
KFC 4 SAN ISIDRO CAR 1;LIMA;SAN ISIDRO;Avenida;JAVIER PRADO OESTE;Paola Mija;-12.094625;-77.050812
KFC 5 BENAVIDES;LIMA;SANTIAGO DE SURCO;Avenida;ALFREDO BENAVIDES;Yeisll Diaz;-12.131380;-76.976728
KFC 6 LARCO;LIMA;MIRAFLORES;Avenida;JOSE A. LARCO;Katherine Gutierrez;-12.120621;-77.029499
KFC 7 CAMACHO;LIMA;LA MOLINA;Avenida;JAVIER PRADO;Mariaelena Quiroz;-12.077126;-76.963846
KFC 9 ESPINAR;LIMA;MIRAFLORES;Avenida;COMANDANTE ESPINAR;Katherine Gutierrez;-12.115684;-77.037007
KFC 10 CC LA RAMBLA FREE STANDING ;LIMA;SAN BORJA;Jiron;CARPACCIO;Yeisll Diaz;-12.091122;-77.005816
KFC 11 SAN MIGUEL;LIMA;SAN MIGUEL;Jiron;LA MARINA ;Mariaelena Quiroz;-12.072751;-77.095353
KFC 14 LA MOLINA;LIMA;LA MOLINA;Avenida;RA�L FERRERO;Mariaelena Quiroz;-12.077983;-76.917284
KFC 15 JR. DE LA UNI�N;LIMA;LIMA;Jiron;DE LA UNI�N;Yeisll Diaz;-12.045981;-77.030591
KFC 17 PRIMAVERA ;LIMA;SANTIAGO DE SURCO;Avenida;PRIMAVERA ;Yeisll Diaz;-12.104041;-76.963897
KFC 18 JOCKEY PH14;LIMA;SANTIAGO DE SURCO;Avenida;JAVIER PRADO ESTE ;Yeisll Diaz;-12.084708;-76.980210
KFC 19 CANAD� PH 12;LIMA;LA VICTORIA;Avenida;CANADA;Yeisll Diaz;-12.084697;-77.009278
KFC 20 SUCRE PH 13;LIMA;PUEBLO LIBRE;Avenida;SAN MARTIN;Katherine Gutierrez;-12.069910;-77.061336
KFC 21 ARMENDARIZ PH 15;LIMA;MIRAFLORES;Avenida;ARMENDARIZ;Katherine Gutierrez;-12.133142;-77.027669
KFC 22 SANTA ANITA PH 17;LIMA;SANTA ANITA;Calle;ESQUINA .LOS RUISE�ORES Y CALLE LAS ALONDRAS;Yeisll Diaz;-12.049415;-76.964576
KFC 24 SAGA SAN ISIDRO  PH 18;LIMA;SAN ISIDRO;Avenida;LAS BEGONIAS;Yeisll Diaz;-12.098921;-77.034644
KFC 25 LARCO MAR;LIMA;MIRAFLORES;Malecon;DE LA RESERVA;Katherine Gutierrez;-12.133007;-77.029269
KFC 26 LIMATAMBO;LIMA;SAN BORJA;Avenida;ANGAMOS ESTE;Yeisll Diaz;-12.111568;-76.998706
KFC 27 SAGA AREQUIPA;AREQUIPA;AREQUIPA;Avenida;CALLE ARCES SAGAFALABELLA CAYMA ;Sheyda Florindez;-16.398867;-71.536961
KFC 28 ROYAL PLAZA PH 26;LIMA;INDEPENDENCIA;Avenida;CARLOS IZAGUIRRE;Paola Mija;-11.990023;-77.062036
KFC 29 FOOD COURT MEGA;LIMA;INDEPENDENCIA;Avenida;CENTRO COMERCIAL MEGAPLAZA, AV. ALFREDO MENDIOLA;Paola Mija;-11.991946;-77.050372
KFC 30 MEGA PLAZA;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;Paola Mija;-12.006404;-77.061492
KFC 31 FC C�NEPA;LIMA;LA VICTORIA;Avenida;ANTONIO BAZO ;Yeisll Diaz;-12.064136;-77.029556
KFC 34 CHORRILLOS;LIMA;CHORRILLOS;Avenida;PASEO DE LA REPUBLICA;Katherine Gutierrez;-12.176554;-77.011857
KFC 35 LIMA SUR CHORRILLOS;LIMA;CHORRILLOS;Avenida;PASEO DE LA REPUBLICA;Katherine Gutierrez;-12.176554;-77.011857
KFC 36 PLAZA CHICLAYO;CHICLAYO;CHICLAYO;Avenida;M. DE CERVANTES;Sheyda Florindez;-6.771615;-79.838718
KFC 37 TAIPEI;LIMA;MIRAFLORES;Avenida;JOSE A. ENCINAS;Katherine Gutierrez;-12.120621;-77.029499
KFC 38 SAN LUIS;LIMA;SAN LUIS;Avenida;CANADA;Yeisll Diaz;-12.082304;-76.997285
KFC 39 FAUCETT CALLAO PHD 8;CALLAO;CALLAO;Avenida;ELMER FAUCETT;Mariaelena Quiroz;-12.062341;-77.097104
KFC 40 COMAS;LIMA;COMAS;Avenida;TUPAC AMARU;Paola Mija;-11.911431;-77.038458
KFC 42 TELLO;LIMA;SURQUILLO;Avenida;REPUBLICA DE PANAMA;Yeisll Diaz;-12.109320;-77.018510
KFC 43 SODIMAC;LIMA;LA VICTORIA;Avenida;JAVIER PRADO ESTE;Yeisll Diaz;-12.089101;-77.010334
KFC 45 PEZET;LIMA;SAN ISIDRO;Avenida;PEZET, GENERAL JUAN ANTONIO;Yeisll Diaz;-12.098921;-77.034644
KFC 46 SAN JUAN ;LIMA;SAN JUAN DE MIRAFLORES;Avenida;SAN JUAN;Yeisll Diaz;-12.138478;-76.961327
KFC 48 REAL PLAZA ;TRUJILLO;TRUJILLO;Avenida;CESAR VALLEJO OESTE;Sheyda Florindez;-8.111678;-79.028774
KFC 49 MALL PLAZA;TRUJILLO;TRUJILLO;Avenida;AMERICA OESTE ;Sheyda Florindez;-8.103001;-79.045470
KFC 50 ATOCONGO;LIMA;SAN JUAN DE MIRAFLORES;Avenida;CIRCUNVALACION;Yeisll Diaz;-12.148756;-76.981537
KFC 51 TOM�S VALLE;CALLAO;CALLAO;Avenida;TOMAS VALLE;Mariaelena Quiroz;-12.021709;-77.105396
KFC 52 HABICH;LIMA;SAN MARTIN DE PORRES;Avenida;DE HABICH EDUARDO;Paola Mija;-12.025322;-77.052510
KFC 53 SURQUILLO ;LIMA;SURQUILLO;Avenida;ANGAMOS ESTE;Yeisll Diaz;-12.111630;-76.996591
KFC 55 HUANCAYO;HUANCAYO;HUANCAYO;Avenida;FERROCARRIL, REAL PLAZA ;Sheyda Florindez;-12.068098;-75.210095
KFC 56 CENTRO CIVICO;LIMA;LIMA;Avenida;INCA GARCILAZO DE LA VEGA,C.C CENTRO CIVICO ;Yeisll Diaz;-12.045981;-77.030591
KFC 57 ICA;ICA;ICA;Avenida;SAN MARTIN ;Sheyda Florindez;-13.412609;-76.123167
KFC 58 MINKA CALLAO;CALLAO;CALLAO;Avenida;ARGENTINA - MINKA;Mariaelena Quiroz;-12.051347;-77.132115
KFC 59 CONTISUYO;LIMA;SAN MIGUEL;Avenida;ELMER FAUCETT;Mariaelena Quiroz;-12.067356;-77.097312
KFC 60 OPEN PLAZA MARSANO;LIMA;SURQUILLO;Avenida;NUEVA TOMAS MARSANO;Yeisll Diaz;-12.114216;-77.010462
KFC 61 PARQUE ARAUCO AREQUIPA;AREQUIPA;AREQUIPA;Avenida;LAMBRAMANI;Sheyda Florindez;-16.407787;-71.524256
KFC 62 METRO BRE�A;LIMA;BRE�A;Avenida;IQUIQUE;Mariaelena Quiroz;-12.115467;-76.992090
KFC 63  MERCADERES AREQUIPA;AREQUIPA;AREQUIPA;Calle;CALLE MERCADERES;Sheyda Florindez;-16.399241;-71.534053
KFC 64 OPEN PLAZA PIURA;PIURA;PIURA;Avenida;CACERES OPEN PLAZA;Sheyda Florindez;-5.197138;-80.626724
KFC 65 PLAZA SOL DE HUACHO;HUAURA;HUACHO;Avenida;CALLE COLON;Sheyda Florindez;-11.108524;-77.610330
KFC 66 REP DOMINICANA;LIMA;JESUS MARIA;Avenida;REPUBLICA DOMINICANA ;Mariaelena Quiroz;-12.073512;-77.049610
KFC 67 ARZOBISPADO DEL CUSCO;CUSCO;CUSCO;Calle;PORTAL CARNES;Sheyda Florindez;-13.517089;-71.978536
KFC 68 LINCE/BERNARDO ALCEDO;LIMA;LINCE;Avenida;AREQUIPA;Katherine Gutierrez;-12.080619;-77.035134
KFC 69 BOLIVAR;LIMA;PUEBLO LIBRE;Avenida;SIMON BOLIVAR;Katherine Gutierrez;-12.071564;-77.072304
KFC 70 UNIVERSITARIA;LIMA;SAN MIGUEL;Avenida;UNIVERSITARIA;Mariaelena Quiroz;-12.061413;-77.079034
KFC 72 CAVENECIA ;LIMA;MIRAFLORES;Avenida;EMILIO CAVENECIA;Katherine Gutierrez;-12.120621;-77.029499
KFC 73 PARQUE AGUSTINO;LIMA;EL AGUSTINO;Jiron;ANCASH;Yeisll Diaz;-12.040406;-76.997686
KFC 74 EL QUINDE;CAJAMARCA;CAJAMARCA;Jiron;SOR MANUELA GIL ;Sheyda Florindez;-7.146241;-78.510578
KFC 75 PLAZA LIMA NORTE;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;Paola Mija;-12.006404;-77.061492
KFC 76 BELLAVISTA;CALLAO;CALLAO;Avenida;OSCAR R. BENAVIDES ;Mariaelena Quiroz;-12.050596;-77.082282
KFC 77 PLAZA DE LA LUNA  ;PIURA;PIURA;Avenida;GRAU - CENTRO COMERCIAL PLAZA DE LA LUNA PIURA;Sheyda Florindez;-5.187728;-80.652090
KFC 79 MEGA EXPRESS V. EL SALVADOR;LIMA;VILLA EL SALVADOR;Carretera;CAR, ANTIGUA PANAMERICANA SUR MZA. 29, LUR�N 15841;Yeisll Diaz;-12.213503;-76.937026
KFC 80 REAL PLAZA PRO ;LIMA;SAN MARTIN DE PORRES;Avenida;REAL PLAZA ALFREDO MENDIOLA ;Paola Mija;-11.981479;-77.096311
KFC 81 MEGA PLAZA CHIMBOTE ;SANTA;CHIMBOTE;Avenida;V. R. H. DE LA TORRE;Sheyda Florindez;-9.074497;-78.593609
KFC 82 AVENTURA STA. ANITA ;LIMA;SANTA ANITA;Avenida;CARRETERA CENTRAL;Yeisll Diaz;-12.045444;-76.942125
KFC 83 PETIT THOUARS;LIMA;LINCE;Avenida;DU PETIT THOUARS, ABEL BERGASSE;Katherine Gutierrez;-12.082522;-77.031002
KFC 84 OVALO LARCO, TRUJILLO;TRUJILLO;TRUJILLO;Avenida;VICTOR LARCO HERRERA;Sheyda Florindez;-8.116810;-79.032170
KFC 85 TOMASAL ;LIMA;SANTIAGO DE SURCO;Avenida;PRIMAVERA ;Yeisll Diaz;-12.104041;-76.963897
KFC 86 CHIMU;LIMA;SAN JUAN DE LURIGANCHO;Avenida;GRAN CHIMU;Yeisll Diaz;-12.026441;-77.003822
KFC 87 MICAELA BASTIDAS ;LIMA;COMAS;Avenida;TUPAC AMARU ;Paola Mija;-11.911431;-77.038458
KFC 88 C.C. LA RAMBLA;LIMA;SAN BORJA;Jiron;CARPACCIO;Yeisll Diaz;-12.091122;-77.005816
KFC 89 ANG�LICA GAMARRA;LIMA;LOS OLIVOS;Avenida;ANGELICA GAMARRA DE LEON;Paola Mija;-11.991672;-77.070911
KFC 90 TOTTUS HUAYLAS ;LIMA;CHORRILLOS;Avenida;DEFENSORES DEL MORRO ;Katherine Gutierrez;-12.184379;-77.007514
KFC 91 BRASIL ;LIMA;MAGDALENA DEL MAR;Avenida;JAVIER PRADO OESTE;Mariaelena Quiroz;-12.089958;-77.065986
KFC 92 REAL PLAZA JULIACA ;SAN ROMAN;JULIACA;Avenida;TUMBES;Sheyda Florindez;-15.493231;-70.135618
KFC 93 TOTTUS LA MARINA ;LIMA;SAN MIGUEL;Avenida;LA MARINA ;Mariaelena Quiroz;-12.072912;-77.103178
KFC 94 CASA WELSCH ;LIMA;LIMA;Jiron;JIR�N DE LA UNI�N ;Yeisll Diaz;-12.045981;-77.030591
KFC 95 TOTTUS GUIPOR  ;LIMA;LOS OLIVOS;Avenida;MENDIOLA, ALFREDO;Paola Mija;-11.952900;-77.070564
KFC 96 AVENTURA AREQUIPA;AREQUIPA;AREQUIPA;Avenida;C.C.MALL AVENTURA PLAZA ;Sheyda Florindez;-16.398867;-71.536961
KFC 97 REAL PZA. HUANUCO;HUANUCO;HUANUCO;Jiron;INDEPENDENCIA;Sheyda Florindez;-9.927920;-76.246006
KFC 99 REAL PLAZA PIURA;PIURA;PIURA;Avenida;SANCHEZ CERRO;Sheyda Florindez;-5.189572;-80.635289
KFC 101 BODEGONES;LIMA;SANTIAGO DE SURCO;Calle;CAMINOS DEL INCA;Yeisll Diaz;-12.125105;-76.982161
KFC 102 TARAPACA;LIMA;RIMAC;Avenida;FELIPE ARANCIBIA, R�MAC 15094;Katherine Gutierrez;-12.026677;-77.034094
KFC 103 CANTO GRANDE;LIMA;SAN JUAN DE LURIGANCHO;Avenida;CANTO GRANDE;Yeisll Diaz;-12.013050;-77.013585
KFC 105 EL QUINDE ICA;ICA;ICA;Avenida;LOS MAESTROS;Sheyda Florindez;-14.074476;-75.738386
KFC 106 AV. AREQUIPA 1300;LIMA;LIMA;Jiron;CABO TEODORO C�RDENAS;Yeisll Diaz;-12.045981;-77.030591
KFC 107 OPEN PZA. PUCALLPA;CORONEL PORTILLO;CALLERIA;Avenida;AVENIDA CENTENARIO;Sheyda Florindez;-7.896462;-74.184547
KFC 108 REAL PZA. CUSCO;CUSCO;CUSCO;Avenida;AV. COLLASUYOCUSCO 08003;Sheyda Florindez;-13.517089;-71.978536
KFC 114 STA. CLARA;LIMA;ATE;Avenida; NICOL�S AYLLON;Yeisll Diaz;-12.038728;-76.896873
KFC 110 CAJAMARCA;CAJAMARCA;CAJAMARCA;Avenida;EVITAMIENTO NORTE ;Sheyda Florindez;-7.162865;-78.503908
KFC 111 REAL PLAZA PUCALLPA;CORONEL PORTILLO;CALLERIA;Avenida;CENTENARIO;Sheyda Florindez;-7.896462;-74.184547
KFC 112 CC OPEN PZA. MODASA;LIMA;ATE;Avenida;LOS FRUTALES;Yeisll Diaz;-12.060460;-76.966430
KFC 113 MONTERREY;LIMA;SAN MARTIN DE PORRES;Avenida;PER�;Paola Mija;-11.981479;-77.096311
KFC 114 REAL PLAZA SALAVERRY;LIMA;JESUS MARIA;Avenida;GENERAL FELIPE SALAVERRY;Mariaelena Quiroz;-12.092723;-77.053217
KFC 115 LA RAMBLA BRASIL;LIMA;BRE�A;Avenida;BRASIL;Mariaelena Quiroz;-12.115467;-76.992090
KFC 116 PLAZA VEA VENTANILLA;CALLAO;VENTANILLA;Avenida;PEDRO BELTR�N ;Mariaelena Quiroz;-11.884644;-77.123080
KFC 117 C.C. MALL DEL SUR;LIMA;SAN JUAN DE MIRAFLORES;Avenida;PEDRO MIOTA;Yeisll Diaz;-12.162858;-76.963519
KFC 118 HUANUCO ;HUANUCO;HUANUCO;Jiron;CC OPEN PLAZA HUANUCO;Sheyda Florindez;-9.929325;-76.239485
KFC 119 LA MOLINA;LIMA;LA MOLINA;Calle;CALLE 7;Mariaelena Quiroz;-12.099229;-76.937041
KFC 120 VENEZUELA;LIMA;BRE�A;Avenida;VENEZUELA;Mariaelena Quiroz;-12.115467;-76.992090
KFC 121 OP HUANCAYO;HUANCAYO;HUANCAYO;Avenida;FERROCARRIL;Sheyda Florindez;-12.067744;-75.205393
KFC 122 MEGAPLAZA 03 ;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;Paola Mija;-12.006404;-77.061492
KFC 123 LA BOLICHERA;LIMA;SANTIAGO DE SURCO;Avenida;LOS PR�CERES ;Yeisll Diaz;-12.125105;-76.982161
KFC 124 PLAZA NORTE;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;Paola Mija;-12.006404;-77.061492
KFC 125 CC PLAZA VEA LURIN;LIMA;LURIN;Carretera; ANTIGUA PANAMERICANA;Yeisll Diaz;-12.273369;-76.868890
KFC 126 VILLA MAR�A DEL TRIUNFO;LIMA;VILLA MARIA DEL TRIUNFO;Avenida;VILLA MAR�A DEL TRIUNFO;Yeisll Diaz;-12.176644;-76.918968
KFC 127 PUENTE PIEDRA;LIMA;PUENTE PIEDRA;Avenida;AV. PUENTE PIEDRA , PUENTE PIEDRA 15118;Paola Mija;-11.865509;-77.074368
KFC 128 LAP;CALLAO;CALLAO;Avenida;ELMER FAUCETT AEROPUERTO INT. JORGE CHAVEZ;Mariaelena Quiroz;-11.949669;-77.128814
KFC 130 MALL DEL SUR 2;LIMA;SAN JUAN DE MIRAFLORES;Avenida;PEDRO MIOTA;Yeisll Diaz;-12.162858;-76.963519
KFC 131 REAL PLAZA AREQUIPA ;AREQUIPA;AREQUIPA;Avenida;EJERCITO;Sheyda Florindez;-16.391945;-71.541505
KFC 132 VILLA EL SALVADOR;LIMA;VILLA EL SALVADOR;Avenida;SOLIDARIDAD ;Yeisll Diaz;-12.192105;-76.939864
KFC 133 GUILLERMO DE LA FUENTE ;LIMA;COMAS;Avenida;UNIVERSITARIA ;Paola Mija;-11.910585;-77.045461
KFC 134 MEGAPLAZA CA�ETE;CA�ETE;SAN VICENTE DE CA�ETE;Avenida;MARGARITA, SAN VICENTE DE CA�ETE MEGA PLAZA ;Sheyda Florindez;;
KFC 136 CANTA CALLAO;CALLAO;CALLAO;Avenida;CANTA CALLAO;Mariaelena Quiroz;-11.997562;-77.113785
KFC 137 CHINCHA ;CHINCHA;CHINCHA ALTA;Sin tipo;C.C. MEGAPLAZA CHINCHA;Sheyda Florindez;-13.417488;-76.132573
KFC 138 PLAZA LIMA NORTE 3;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA(C.C. PLAZA LIMA NORTE, LOCAL CA-2);Paola Mija;-11.991946;-77.050372
KFC 139 AVENTURA SANTA ANITA 2;LIMA;SANTA ANITA;Avenida;CARRETERA CENTRAL;Yeisll Diaz;-12.045444;-76.942125
KFC 140 ESTACION SAN MARTIN ;LIMA;SAN JUAN DE LURIGANCHO;Avenida;SAN MARTIN CON AV. WIESSE;Yeisll Diaz;-12.001725;-77.008411
KFC 141 PSM - PLAZA SAN MIGUEL;LIMA;SAN MIGUEL;Avenida;LA MARINA ;Mariaelena Quiroz;-12.072912;-77.103178
KFC 142 BARRANCA;BARRANCA;BARRANCA;Jiron;RAMON ZAVALA ;Sheyda Florindez;-10.753659;-77.765700
KFC 143 PEDRO DE OSMA;LIMA;BARRANCO;Avenida;PEDRO DE OSMA;Katherine Gutierrez;-12.153737;-77.023187
KFC 144 JARDINES;LIMA;SAN JUAN DE LURIGANCHO;Avenida;PROCERES DE LA INDEPENDENCIA;Yeisll Diaz;-11.982100;-77.005708
KFC 145 SAN CARLOS;LIMA;SAN JUAN DE LURIGANCHO;Avenida;PROCERES DE LA INDEPENDENCIA;Yeisll Diaz;-11.982100;-77.005708
KFC 147 VILLARAN;LIMA;SURQUILLO;Avenida;MANUEL VILLARAN ;Yeisll Diaz;-12.120576;-77.001969
KFC 150 TUMBES;TUMBES;TUMBES;Avenida;SAN MART�N;Sheyda Florindez;-3.570787;-80.459645
KFC 151 MOQUEGUA;ILO;ILO;Avenida;CIRCUNVALACI�N FUNDO EL GRAMADAL;Sheyda Florindez;-17.645877;-71.345201
KFC 152 TACNA;TACNA;TACNA;Avenida;CUSCO ;Sheyda Florindez;-18.026258;-70.251289
KFC 153 HUARAL;HUARAL;HUARAL;Avenida; CHANCAYE, HUARAL 15202;Sheyda Florindez;-11.495491;-77.207044
KFC 154 MEGA PLAZA CHORRILLOS;LIMA;CHORRILLOS;Avenida;ALAMEDA SUR;Katherine Gutierrez;-12.193436;-77.008568
KFC 155 PURUCHUCO;LIMA;ATE;Avenida;NICOLAS AYLLON;Yeisll Diaz;-12.064047;-76.989100
KFC 156 PUNO;PUNO;PUNO;Avenida;LOS INCAS ;Sheyda Florindez;-14.893287;-70.594830
KFC 157 ILO;ILO;ILO;Avenida;COSTANERA;Sheyda Florindez;-17.645877;-71.345201
KFC 159 OVALO 200 MILLAS;CALLAO;CALLAO;Avenida;ELMER FAUCETT;Mariaelena Quiroz;-12.062341;-77.097104
KFC 160 KIO;LIMA;LURIN;Avenida;SUB LOTE 1, FRENTE A LA CARRETERA PANAMERICANA SUR KM. 26.62;Yeisll Diaz;-12.273369;-76.868890
KFC 161 PISCO;PISCO;PISCO;Avenida;FERM�N TANG�IS;Sheyda Florindez;-13.709981;-76.202979
KFC 163 KIOSKO MEGAPLAZA;LIMA;INDEPENDENCIA;Avenida;ALFREDO MENDIOLA;Paola Mija;-12.006404;-77.061492
KFC 164 PURUCHUCO;LIMA;ATE;Avenida;NICOLAS AYLLON ;Yeisll Diaz;-12.064047;-76.989100
KFC 165 KIOSCO PURUCHUCO;LIMA;ATE;Avenida;NICOLAS AYLLON;Yeisll Diaz;-12.064047;-76.989100
KFC 171 QHATU PLAZA;LIMA;ATE;Avenida;LA ESTRELLA;Yeisll Diaz;-12.014449;-76.885190
KFC 173 MPC - MALL PLAZA COMAS;LIMA;COMAS;Avenida;LOS �NGELES;Paola Mija;-11.957301;-77.049757
KFC 177 GUARDIA CIVIL ;LIMA;CHORRILLOS;Jiron;GUARDIA CIVIL;Katherine Gutierrez;-12.170948;-77.021260
KFC 183 - MALL AVENTURA CHICLAYO;CHICLAYO;CHICLAYO;Avenida;PANAMERICANA;Sheyda Florindez;-6.780480;-79.834294
KFC 186 HEROES;LIMA;SAN JUAN DE MIRAFLORES;Avenida;CINESTAR SUR EN SUB LOTE 16 ;Yeisll Diaz;-12.162858;-76.963519
CAR 1: AV. JAVIER PRADO OESTE 1650, S.I.;LIMA;SAN ISIDRO;Avenida;JAVIER PRADO OESTE;Paola Mija;-12.094625;-77.050812
CAR 4: AV. PARDO 299, 2� PISO, MIRAFLORES;LIMA;MIRAFLORES;Avenida;DOS DE MAYO;Paola Mija;-12.120621;-77.029499
CAR 6: AV.  DOS DE MAYO 1590, S.I.;LIMA;SAN ISIDRO;Avenida;PARDO;Paola Mija;-12.107289;-77.036135
CAR 7: AV. LOS NOGALES 294, S. I.;LIMA;SAN ISIDRO;Avenida;LOS NOGALES;Paola Mija;-12.098921;-77.034644
COCINA CENTRAL RANSA DELOSI ;CALLAO;CALLAO;Avenida;ARGENTINA;Mariaelena Quiroz;-12.051347;-77.132115
KF187 PORONGOCHE AQP;AREQUIPA;PAUCARPATA;Avenida;PORONGOCHE;Sheyda Florindez;-16.416970;-71.515655
KFC 189 ALAMEDA SJL;LIMA;SAN JUAN DE LURIGANCHO;Avenida;CANTO GRANDE;Yeisll Diaz;-12.013050;-77.013585
KFC 190 OPEN PLAZA TRUJILLO;TRUJILLO;TRUJILLO;Avenida;AMERICA;Sheyda Florindez;-8.106714;-79.046844
KFC 148 BAYOVAR ;LIMA;SAN JUAN DE LURIGANCHO;Avenida;PROCERES DE LA INDEPENDENCIA;Yeisll Diaz;-11.982100;-77.005708
DELOSI CALL CENTER ;LIMA;LIMA;Avenida;AREQUIPA;Mariaelena Quiroz;-12.115050;-77.029542
KFC 188 METRO VENTANILLA;CALLAO;VENTANILLA;Avenida;NESTOR GAMBETA;Mariaelena Quiroz;-11.884644;-77.123080
KFC191 MALL AVENTURA SJL FC;LIMA;SAN JUAN DE LURIGANCHO;Avenida;LURIGANCHO;Yeisll Diaz;-12.016950;-76.999191
KFC193 MALL AVENTURA SJL IL;LIMA;SAN JUAN DE LURIGANCHO;Avenida;LURIGANCHO;Yeisll Diaz;-12.016950;-76.999191
